index,Open,high,close,low,supply,eth_daily_tx,google_trend,eth_rolling_beta,market_cap,volume,btc_open,btc_high,btc_low,btc_close,btc_volume,sp500,nasdaq,dow30,vix,gold,crude_oil,nikkei225,ftse100,sse,eurostoxx,eth_return,btc_return
btc_open,0.9373562165926206,0.9372688457291706,0.9373424489149611,0.9374376608553499,0.7405473846078795,0.9185175231081724,0.6819023729033185,0.2561590687897237,0.9402929819786628,0.14848107616243297,1.0,0.9999804386200903,0.9999754178427346,0.9999699644220914,0.038924197275319185,0.9641246779507568,0.9692894273362304,0.9589416452920576,0.28903901789595754,0.8980203229785091,0.5646659492359976,0.9464986866964603,0.5821252558524707,0.5113655718238511,0.8824588996925705,-0.0007937929776579748,-0.014990809069747058
btc_high,0.9373664648588808,0.9373084520460746,0.9373786833482747,0.9374514770957654,0.7402359513758524,0.9187019963462603,0.6826000551738012,0.255720951430236,0.940321573318038,0.15021337016367958,0.9999804386200903,1.0,0.9999593403039463,0.999982657752959,0.04109954996271498,0.9638895756903221,0.9691032670017943,0.9587195740249257,0.2891646918087399,0.89782338539271,0.5645285705768496,0.9463323794119127,0.5819601928673491,0.5117536577423857,0.8823520320758925,0.0016266007058402113,-0.011944503270267392
btc_low,0.9372917504431661,0.9372077346000146,0.9373100541312849,0.937416864202039,0.740911536404817,0.9182803091651038,0.6810864545836014,0.25650923621329913,0.9402703251928581,0.1463085918102256,0.9999754178427346,0.9999593403039463,1.0,0.9999804701836481,0.03636466013497078,0.9643916937854785,0.9695045299258345,0.959192624106049,0.2888939397664087,0.8982540799387256,0.5648289706972972,0.9466667572302059,0.5823061843794816,0.510913427350696,0.8825807977255029,0.0018883948646066858,-0.011736662977850304
btc_close,0.9373139280355851,0.9372520818519373,0.9373521599462268,0.9374281107124219,0.7405422629627972,0.9185037477175709,0.6818955177839519,0.2560436326004226,0.9403032107313608,0.1482973001232095,0.9999699644220914,0.999982657752959,0.9999804701836481,1.0,0.038821449076420586,0.9641226753023285,0.9692951855924533,0.9589386420738987,0.2890047541584347,0.8980258288427906,0.5646319811230678,0.9464902677779197,0.5821193127937034,0.5113608691419832,0.8824610746156119,0.003785914200227766,-0.009290548187093725
btc_volume,0.07647346760811302,0.07901374576345893,0.07623822289800082,0.07328521603256193,0.12414303318425814,0.14652448050641081,0.3590104362873215,-0.04927871942878367,0.07490551827397932,0.773776781437443,0.038924197275319185,0.04109954996271498,0.03636466013497078,0.038821449076420586,1.0,-0.021390639873100477,-0.013320363939649664,-0.019504299223252378,0.2000321957438822,-0.02726341581426621,0.09499749966946056,-0.01022619449586186,-0.13491152803254353,0.09538676677534992,-0.03291668658412452,-0.012847392080387073,-0.0031239570370796524
sp500,0.9048991893932695,0.9045579820522208,0.904902123803871,0.9053079454965419,0.7959248306440865,0.87318020212215,0.5785310966563267,0.3013294244742833,0.9097164092517701,0.08890912908214699,0.9641246779507568,0.9638895756903221,0.9643916937854785,0.9641226753023285,-0.021390639873100477,1.0,0.9917620229908877,0.9945740708234453,0.2538768329540295,0.9194070876963221,0.5970574958167125,0.9643347056323597,0.6290829444360027,0.42898172866791245,0.90123547216418,-0.003060769366762699,-0.014257552181493485
nasdaq,0.9029591427326472,0.9027316243341982,0.9029708921608939,0.9032411884665826,0.7589749354180395,0.8957474821293951,0.5935830764384639,0.30133482402105266,0.9076286205147713,0.10367039061727341,0.9692894273362304,0.9691032670017943,0.9695045299258345,0.9692951855924533,-0.013320363939649664,0.9917620229908877,1.0,0.9826261833193388,0.2813917009674638,0.9157092698602978,0.5423002508638444,0.9571489654318532,0.5692709137564399,0.45715132956622945,0.8757358459142954,-0.0014443780413295945,-0.012668033254108181
dow30,0.9010367898650565,0.9007168803269727,0.9010408200682836,0.9014205332788355,0.7870327059707883,0.8658765187358584,0.5820794322148264,0.30523176143598374,0.9051722517263004,0.09355497646370539,0.9589416452920576,0.9587195740249257,0.959192624106049,0.9589386420738987,-0.019504299223252378,0.9945740708234453,0.9826261833193388,1.0,0.22493562609815482,0.9038030628884862,0.6079446436828841,0.9652313680520545,0.6460462474645177,0.43246911104207864,0.9128930056266273,-0.0029200396353204513,-0.01436582875902342
vix,0.2053787121607564,0.20577195807639054,0.2052807504425212,0.2049104687674469,0.41947972794760635,0.38984641475301335,0.22568825478665908,0.31526341144929504,0.21500817059716315,0.24767718340623968,0.28903901789595754,0.2891646918087399,0.2888939397664087,0.2890047541584347,0.2000321957438822,0.2538768329540295,0.2813917009674638,0.22493562609815482,1.0,0.33514669678035347,0.12943638735832363,0.16444146261164394,-0.2932302803594808,0.12203115354498317,-0.04020020967663253,-0.00626506440559026,-0.014652218884479167
gold,0.8042327823477805,0.8038292609166665,0.8042328294304325,0.8047083231664753,0.7672547053936648,0.8218259672712634,0.4858559417610065,0.24193033732822297,0.8111097915338986,0.05566290333262503,0.8980203229785091,0.89782338539271,0.8982540799387256,0.8980258288427906,-0.02726341581426621,0.9194070876963221,0.9157092698602978,0.9038030628884862,0.33514669678035347,1.0,0.42545208203673346,0.8779063746660193,0.5410254907511314,0.42234715265691697,0.8088855998539581,-0.00024312943208407774,-0.011604215591033576
crude_oil,0.6649101736659562,0.6645596135334715,0.6648696416673205,0.6653293085434143,0.7519321814611581,0.45974041459408027,0.46702420927338173,0.17682510671295948,0.6651992033547659,0.09018779872560005,0.5646659492359976,0.5645285705768496,0.5648289706972972,0.5646319811230678,0.09499749966946056,0.5970574958167125,0.5423002508638444,0.6079446436828841,0.12943638735832363,0.42545208203673346,1.0,0.6180074297213618,0.4990707897637279,0.11047879485554438,0.5923467787262658,-0.009388571035075876,-0.01726407136719657
nikkei225,0.8955238714430892,0.8951695481950878,0.8955200430133416,0.8959025938424187,0.7801202983798531,0.8522716604558801,0.5976979610190578,0.27204313207131486,0.8977622783691744,0.08671654787424418,0.9464986866964603,0.9463323794119127,0.9466667572302059,0.9464902677779197,-0.01022619449586186,0.9643347056323597,0.9571489654318532,0.9652313680520545,0.16444146261164394,0.8779063746660193,0.6180074297213618,1.0,0.6578188419797872,0.4365708990450507,0.9191426173532875,-0.002381130676491981,-0.014390974660641284
ftse100,0.5752902861120628,0.5746362235968527,0.5752766372959979,0.5760203239727182,0.43646255206826273,0.39579461198357085,0.27467656329965245,0.12735798665153275,0.5729432050831622,-0.07345141799734672,0.5821252558524707,0.5819601928673491,0.5823061843794816,0.5821193127937034,-0.13491152803254353,0.6290829444360027,0.5692709137564399,0.6460462474645177,-0.2932302803594808,0.5410254907511314,0.4990707897637279,0.6578188419797872,1.0,0.19585375336579117,0.8042377259551399,-0.0032377754578011885,-0.0063092001193083185
sse,0.5318264098489052,0.5324991776506555,0.5318504327169338,0.5310644692900662,0.19050705883537286,0.5874819057224218,0.6623259859461216,0.07225263982551429,0.5267204504433856,0.25164069495238656,0.5113655718238511,0.5117536577423857,0.510913427350696,0.5113608691419832,0.09538676677534992,0.42898172866791245,0.45715132956622945,0.43246911104207864,0.12203115354498317,0.42234715265691697,0.11047879485554438,0.4365708990450507,0.19585375336579117,1.0,0.4715635953232597,0.00955551283338621,0.0009368050733561139
eurostoxx,0.8565051075918559,0.8562101943646699,0.8565172121122105,0.8568290604609744,0.6809459531417704,0.7386940144997016,0.5795761650117728,0.1685031126543996,0.8555146670030304,0.06153163432551437,0.8824588996925705,0.8823520320758925,0.8825807977255029,0.8824610746156119,-0.03291668658412452,0.90123547216418,0.8757358459142954,0.9128930056266273,-0.04020020967663253,0.8088855998539581,0.5923467787262658,0.9191426173532875,0.8042377259551399,0.4715635953232597,1.0,0.0007579645022397956,-0.008030113786448977
eth_return,-0.004033868164894284,0.00018140786796685198,0.0039026415443940907,0.0005062920704168298,-0.0055652600643532535,0.004393958113374961,0.012129602101251684,-0.006606097839394814,0.0038689474482069925,-0.004666260566348309,-0.0007937929776579748,0.0016266007058402113,0.0018883948646066858,0.003785914200227766,-0.012847392080387073,-0.003060769366762699,-0.0014443780413295945,-0.0029200396353204513,-0.00626506440559026,-0.00024312943208407774,-0.009388571035075876,-0.002381130676491981,-0.0032377754578011885,0.00955551283338621,0.0007579645022397956,1.0,0.7124616877710894
btc_return,-0.0159187529557886,-0.012673337722252074,-0.009530509067902674,-0.012161672534412922,-0.015222218482884253,-0.011579982667493483,-0.0009178260533513464,-0.02110490795514614,-0.009729837133940697,-0.013598581838327645,-0.014990809069747058,-0.011944503270267392,-0.011736662977850304,-0.009290548187093725,-0.0031239570370796524,-0.014257552181493485,-0.012668033254108181,-0.01436582875902342,-0.014652218884479167,-0.011604215591033576,-0.01726407136719657,-0.014390974660641284,-0.0063092001193083185,0.0009368050733561139,-0.008030113786448977,0.7124616877710894,1.0
